Especie,Breed,Age (Years),Weight (kg),Gender
Cachorro,Miniature Schnauzer,10,6.3,Female
Cachorro,Siberian Husky,7,19.4,Female
Cachorro,Jack Russell Terrier,1,7.2,Female
Cachorro,Bichon Frise,3,6.0,Female
Cachorro,Bull Terrier,2,26.9,Female
Cachorro,Akita,11,58.3,Male
Cachorro,Rottweiler,5,42.3,Female
Cachorro,Cavalier King Charles Spaniel,7,5.4,Female
Cachorro,Samoyed,4,22.9,Male
Cachorro,Pug,9,6.1,Female
Cachorro,German Shepherd,12,22.0,Female
Cachorro,Maltese,12,3.3,Female
Cachorro,Pug,13,7.7,Male
Cachorro,Samoyed,8,22.7,Female
Cachorro,Bichon Frise,6,5.1,Female
Cachorro,Vizsla,10,27.2,Male
Cachorro,Whippet,1,14.6,Male
Cachorro,Maltese,12,4.0,Male
Cachorro,Lhasa Apso,3,6.4,Male
Cachorro,Siberian Husky,14,24.3,Male
Cachorro,Bulldog,2,21.9,Male
Cachorro,Lhasa Apso,1,7.3,Male
Cachorro,Chinese Shar-Pei,12,21.2,Female
Cachorro,Irish Setter,6,28.0,Female
Cachorro,Basenji,12,9.3,Female
Cachorro,Chihuahua,10,2.4,Female
Cachorro,Rottweiler,8,51.9,Male
Cachorro,Dachshund,11,13.7,Male
Cachorro,Bichon Frise,4,6.7,Female
Cachorro,Chihuahua,5,2.5,Female
Cachorro,Bloodhound,5,42.9,Male
Cachorro,Shih Tzu,8,4.6,Female
Cachorro,Bulldog,14,19.1,Female
Cachorro,Pomeranian,2,2.5,Male
Cachorro,Australian Shepherd,8,27.7,Male
Cachorro,Pekingese,8,6.5,Male
Cachorro,Chihuahua,9,2.5,Female
Cachorro,West Highland White Terrier,10,7.4,Female
Cachorro,Bernese Mountain Dog,6,40.3,Female
Cachorro,Pembroke Welsh Corgi,7,12.2,Female
Cachorro,Schnauzer,2,19.7,Male
Cachorro,Bichon Frise,1,6.4,Male
Cachorro,Pomeranian,1,2.9,Male
Cachorro,Irish Setter,1,28.3,Female
Cachorro,Alaskan Malamute,3,38.9,Male
Cachorro,Boston Terrier,4,8.8,Male
Cachorro,Golden Retriever,2,33.9,Male
Cachorro,Bernese Mountain Dog,7,44.8,Female
Cachorro,Labrador Retriever,5,35.3,Male
Cachorro,Schnauzer,1,19.2,Male
Cachorro,Irish Setter,9,28.2,Male
Cachorro,Beagle,9,10.0,Female
Cachorro,Miniature Schnauzer,7,6.4,Female
Cachorro,Pomeranian,12,2.9,Male
Cachorro,Irish Setter,5,29.4,Male
Cachorro,Bernese Mountain Dog,6,47.3,Male
Cachorro,Shih Tzu,6,4.8,Female
Cachorro,Siberian Husky,8,21.4,Female
Cachorro,Vizsla,8,25.7,Male
Cachorro,Cocker Spaniel,10,10.2,Female
Cachorro,Schnauzer,4,16.6,Male
Cachorro,Great Dane,11,66.3,Male
Cachorro,Cocker Spaniel,6,14.0,Male
Cachorro,Basenji,6,10.3,Male
Cachorro,Basenji,5,10.0,Male
Cachorro,Bernese Mountain Dog,13,48.9,Male
Cachorro,Jack Russell Terrier,11,6.7,Female
Cachorro,Pekingese,10,3.0,Female
Cachorro,Great Dane,13,54.3,Female
Cachorro,Papillon,1,3.4,Male
Cachorro,West Highland White Terrier,10,7.7,Female
Cachorro,Dachshund,6,11.2,Male
Cachorro,Boston Terrier,14,7.4,Male
Cachorro,Doberman Pinscher,12,33.9,Male
Cachorro,Labrador Retriever,7,33.0,Male
Cachorro,Bull Terrier,11,22.2,Female
Cachorro,Bloodhound,8,43.7,Female
Cachorro,Akita,1,34.7,Female
Cachorro,German Shepherd,9,29.1,Female
Cachorro,Lhasa Apso,1,5.9,Female
Cachorro,Pomeranian,12,2.1,Female
Cachorro,Samoyed,8,21.6,Male
Cachorro,Rottweiler,9,48.0,Female
Cachorro,Pomeranian,13,2.7,Female
Cachorro,Bull Terrier,9,22.1,Female
Cachorro,Great Dane,10,66.0,Male
Cachorro,German Shepherd,5,32.6,Female
Cachorro,Shetland Sheepdog,1,10.2,Male
Cachorro,Golden Retriever,14,29.0,Male
Cachorro,Shiba Inu,4,8.4,Female
Cachorro,Whippet,7,14.4,Female
Cachorro,Beagle,9,13.1,Male
Cachorro,Bloodhound,4,46.4,Male
Cachorro,Saint Bernard,5,76.7,Female
Cachorro,Dogo Argentino,5,38.2,Female
Cachorro,Weimaraner,13,27.9,Female
Cachorro,Havanese,5,5.0,Male
Cachorro,Chinese Shar-Pei,12,20.8,Female
Cachorro,Miniature Schnauzer,2,5.6,Female
Cachorro,Bloodhound,12,36.4,Female
Cachorro,Bernese Mountain Dog,4,43.6,Male
Cachorro,Irish Setter,9,27.7,Female
Cachorro,Australian Shepherd,9,21.8,Male
Cachorro,Rottweiler,4,42.1,Female
Cachorro,Bichon Frise,3,7.3,Male
Cachorro,Shetland Sheepdog,2,8.4,Female
Cachorro,German Shepherd,13,37.4,Male
Cachorro,Boxer,5,28.7,Female
Cachorro,Chinese Shar-Pei,8,27.8,Male
Cachorro,Doberman Pinscher,7,34.5,Male
Cachorro,Pembroke Welsh Corgi,13,12.6,Male
Cachorro,Labrador Retriever,9,29.3,Female
Cachorro,French Bulldog,1,8.8,Female
Cachorro,Weimaraner,2,25.4,Female
Cachorro,Boston Terrier,14,5.9,Female
Cachorro,Cocker Spaniel,2,10.6,Female
Cachorro,Jack Russell Terrier,4,6.5,Female
Cachorro,Poodle,8,25.6,Male
Cachorro,Boston Terrier,9,8.2,Female
Cachorro,Bulldog,5,22.2,Female
Cachorro,Belgian Malinois,7,20.4,Female
Cachorro,Pug,12,7.2,Female
Cachorro,Pug,11,6.0,Female
Cachorro,Poodle,3,31.4,Male
Cachorro,Shiba Inu,14,9.9,Female
Cachorro,Pomeranian,7,2.2,Male
Cachorro,French Bulldog,10,12.2,Male
Cachorro,Yorkshire Terrier,1,3.2,Male
Cachorro,Great Dane,1,87.2,Male
Cachorro,Belgian Malinois,3,29.4,Female
Cachorro,Dachshund,10,12.7,Male
Cachorro,Bloodhound,10,36.7,Female
Cachorro,Great Dane,1,69.9,Female
Cachorro,Schnauzer,6,16.4,Female
Cachorro,Airedale Terrier,1,23.0,Female
Cachorro,Pembroke Welsh Corgi,11,11.1,Female
Cachorro,Akita,14,51.5,Male
Cachorro,Bichon Frise,5,6.3,Male
Cachorro,Rottweiler,8,55.8,Male
Cachorro,Rottweiler,8,36.2,Female
Cachorro,Bull Terrier,2,29.6,Female
Cachorro,Bloodhound,9,43.7,Female
Cachorro,Poodle,7,23.7,Female
Cachorro,Boxer,14,27.3,Female
Cachorro,Maltese,6,3.2,Female
Cachorro,Siberian Husky,2,22.9,Female
Cachorro,Basenji,6,10.0,Female
Cachorro,Chesapeake Bay Retriever,5,27.6,Female
Cachorro,Chihuahua,3,1.7,Female
Cachorro,Samoyed,7,22.9,Male
Cachorro,Australian Shepherd,13,20.8,Female
Cachorro,Bulldog,11,24.7,Male
Cachorro,Pomeranian,2,3.2,Male
Cachorro,Papillon,12,3.5,Male
Cachorro,Golden Retriever,2,33.2,Male
Cachorro,Rottweiler,12,41.1,Female
Cachorro,Samoyed,8,28.7,Male
Cachorro,Yorkshire Terrier,14,2.2,Female
Cachorro,Poodle,10,29.0,Male
Cachorro,Bull Terrier,6,31.6,Female
Cachorro,Australian Shepherd,5,24.3,Male
Cachorro,Australian Shepherd,11,28.8,Male
Cachorro,Belgian Malinois,2,29.6,Female
Cachorro,Bernese Mountain Dog,6,34.0,Female
Cachorro,Pomeranian,8,2.3,Male
Cachorro,Bernese Mountain Dog,9,47.8,Male
Cachorro,Bernese Mountain Dog,3,36.4,Female
Cachorro,Cocker Spaniel,5,9.3,Female
Cachorro,Pekingese,10,4.1,Female
Cachorro,Boxer,8,28.4,Female
Cachorro,Pembroke Welsh Corgi,14,10.7,Female
Cachorro,Saint Bernard,3,62.6,Female
Cachorro,Border Collie,9,16.4,Female
Cachorro,Bull Terrier,3,27.4,Female
Cachorro,Miniature Schnauzer,2,7.2,Female
Cachorro,Yorkshire Terrier,9,2.8,Male
Cachorro,German Shepherd,8,33.1,Female
Cachorro,Saint Bernard,2,69.8,Female
Cachorro,Whippet,4,14.4,Male
Cachorro,Rottweiler,11,49.4,Female
Cachorro,Irish Setter,6,29.3,Male
Cachorro,Dachshund,9,10.5,Male
Cachorro,Dachshund,2,7.8,Female
Cachorro,Maltese,4,3.8,Male
Cachorro,Schnauzer,10,16.3,Male
Cachorro,Alaskan Malamute,2,35.7,Female
Cachorro,Bichon Frise,11,6.3,Male
Cachorro,Shih Tzu,3,6.0,Male
Cachorro,Chihuahua,8,2.4,Male
Cachorro,Poodle,12,24.1,Female
Cachorro,Havanese,6,3.5,Female
Cachorro,West Highland White Terrier,11,6.1,Female
Cachorro,Bull Terrier,9,28.4,Female
Cachorro,Rottweiler,6,49.8,Male
Cachorro,Vizsla,4,27.7,Male
Cachorro,Bloodhound,3,37.0,Female
Cachorro,Pembroke Welsh Corgi,6,11.4,Male
Cachorro,Dogo Argentino,5,40.1,Male
Cachorro,Alaskan Malamute,9,39.8,Male
Cachorro,Maltese,2,3.3,Female
Cachorro,Doberman Pinscher,1,42.8,Male
Cachorro,Shetland Sheepdog,9,9.6,Male
Cachorro,Cavalier King Charles Spaniel,14,7.1,Male
Cachorro,Miniature Schnauzer,9,7.9,Male
Cachorro,Bernese Mountain Dog,5,32.3,Female
Cachorro,Pekingese,1,5.4,Male
Cachorro,Vizsla,5,25.7,Male
Cachorro,Rottweiler,13,50.6,Male
Cachorro,Basenji,3,9.8,Male
Cachorro,Rottweiler,8,47.7,Female
Cachorro,West Highland White Terrier,5,9.9,Male
Cachorro,Schnauzer,5,16.2,Male
Cachorro,Bull Terrier,6,28.3,Female
Cachorro,Pembroke Welsh Corgi,14,13.4,Male
Cachorro,Dogo Argentino,7,40.4,Male
Cachorro,Chihuahua,4,2.8,Male
Cachorro,Shiba Inu,13,10.3,Male
Cachorro,German Shepherd,14,39.2,Male
Cachorro,Dogo Argentino,8,44.9,Male
Cachorro,German Shepherd,1,22.5,Female
Cachorro,Weimaraner,10,34.6,Male
Cachorro,Bernese Mountain Dog,5,46.1,Male
Cachorro,Siberian Husky,5,17.0,Female
Cachorro,Yorkshire Terrier,11,2.7,Male
Cachorro,Whippet,6,16.1,Female
Cachorro,Siberian Husky,11,20.0,Male
Cachorro,Maltese,9,3.3,Female
Cachorro,Cocker Spaniel,12,12.0,Female
Cachorro,French Bulldog,6,10.8,Male
Cachorro,Dachshund,13,12.3,Male
Cachorro,Rottweiler,7,50.9,Female
Cachorro,Papillon,2,3.8,Male
Cachorro,Great Dane,5,48.8,Female
Cachorro,Chihuahua,14,2.1,Male
Cachorro,Yorkshire Terrier,12,2.7,Female
Cachorro,Irish Setter,6,25.4,Female
Cachorro,Saint Bernard,4,66.5,Female
Cachorro,Saint Bernard,14,57.1,Female
Cachorro,Doberman Pinscher,10,38.3,Male
Cachorro,Havanese,7,4.8,Female
Cachorro,Dogo Argentino,9,41.8,Male
Cachorro,Dogo Argentino,8,41.3,Female
Cachorro,Siberian Husky,5,21.7,Male
Cachorro,Samoyed,13,25.5,Male
Cachorro,Rottweiler,11,49.0,Female
Cachorro,Jack Russell Terrier,8,7.3,Male
Cachorro,Irish Setter,9,25.5,Female
Cachorro,Bull Terrier,2,30.9,Female
Cachorro,Cavalier King Charles Spaniel,5,5.8,Female
Cachorro,Cocker Spaniel,6,10.9,Female
Cachorro,West Highland White Terrier,6,9.9,Male
Cachorro,Samoyed,14,17.7,Female
Cachorro,Whippet,4,15.4,Male
Cachorro,German Shepherd,9,28.7,Male
Cachorro,Alaskan Malamute,4,39.4,Male
Cachorro,Miniature Schnauzer,6,6.9,Male
Cachorro,Chihuahua,4,2.7,Male
Cachorro,Bernese Mountain Dog,5,41.4,Male
Cachorro,Vizsla,7,27.9,Male
Cachorro,Yorkshire Terrier,2,2.6,Male
Cachorro,Whippet,10,15.6,Male
Cachorro,Akita,10,47.6,Male
Cachorro,Border Collie,13,18.5,Male
Cachorro,Pembroke Welsh Corgi,8,11.2,Female
Cachorro,Airedale Terrier,7,24.8,Male
Cachorro,Pembroke Welsh Corgi,6,13.6,Male
Cachorro,Basenji,3,10.4,Male
Cachorro,Weimaraner,10,32.3,Male
Cachorro,Rottweiler,12,58.4,Male
Cachorro,Siberian Husky,4,18.4,Female
Cachorro,Doberman Pinscher,6,27.5,Female
Cachorro,Schnauzer,11,18.0,Male
Cachorro,Dachshund,9,7.6,Female
Cachorro,Lhasa Apso,13,5.5,Female
Cachorro,Dachshund,13,10.9,Female
Cachorro,Pembroke Welsh Corgi,4,10.3,Female
Cachorro,Pekingese,2,6.1,Male
Cachorro,Akita,10,57.9,Male
Cachorro,Dachshund,7,10.2,Female
Cachorro,Siberian Husky,11,24.9,Male
Cachorro,Rottweiler,8,55.3,Male
Cachorro,Bull Terrier,9,32.3,Female
Cachorro,Lhasa Apso,2,6.7,Male
Cachorro,Dachshund,10,10.6,Male
Cachorro,Golden Retriever,8,31.2,Male
Cachorro,Jack Russell Terrier,4,7.4,Male
Cachorro,Pembroke Welsh Corgi,14,10.5,Female
Cachorro,Irish Setter,8,27.2,Female
Cachorro,Chinese Shar-Pei,10,18.1,Female
Cachorro,Papillon,5,3.7,Female
Cachorro,Belgian Malinois,2,27.4,Male
Cachorro,Bichon Frise,2,5.1,Female
Cachorro,French Bulldog,9,10.1,Male
Cachorro,Pug,13,6.3,Female
Cachorro,Labrador Retriever,11,27.0,Female
Cachorro,Shih Tzu,13,4.1,Female
Cachorro,Bloodhound,3,38.5,Female
Cachorro,Bulldog,1,18.9,Female
Cachorro,French Bulldog,9,11.0,Male
Cachorro,Cocker Spaniel,6,10.4,Female
Cachorro,Doberman Pinscher,6,31.0,Female
Cachorro,Pug,4,6.4,Female
Cachorro,Rottweiler,1,36.5,Female
Cachorro,Maltese,2,3.4,Male
Cachorro,Pembroke Welsh Corgi,8,10.5,Female
Cachorro,Pomeranian,5,2.5,Female
Cachorro,Bichon Frise,11,6.9,Female
Cachorro,Golden Retriever,5,30.4,Female
Cachorro,Yorkshire Terrier,5,2.8,Male
Cachorro,Yorkshire Terrier,13,2.8,Male
Cachorro,Bernese Mountain Dog,13,36.1,Female
Cachorro,Bloodhound,5,47.9,Male
Cachorro,Papillon,6,4.2,Male
Cachorro,Chesapeake Bay Retriever,7,34.9,Male
Cachorro,Maltese,9,3.6,Female
Cachorro,Shetland Sheepdog,14,7.7,Female
Cachorro,Bulldog,5,21.5,Female
Cachorro,Schnauzer,5,17.1,Female
Cachorro,Chinese Shar-Pei,11,24.6,Male
Cachorro,Pembroke Welsh Corgi,13,13.8,Male
Cachorro,Vizsla,8,20.6,Female
Cachorro,Rottweiler,8,59.9,Male
Cachorro,Pomeranian,5,3.2,Male
Cachorro,West Highland White Terrier,6,7.6,Male
Cachorro,Schnauzer,8,16.6,Female
Cachorro,Boxer,5,27.6,Male
Cachorro,Chinese Shar-Pei,10,28.2,Male
Cachorro,Chinese Shar-Pei,6,28.4,Male
Cachorro,Miniature Schnauzer,10,8.0,Male
Cachorro,Havanese,2,4.7,Female
Cachorro,Cocker Spaniel,5,9.3,Female
Cachorro,Bernese Mountain Dog,1,42.6,Male
Cachorro,Poodle,2,27.4,Male
Cachorro,Bernese Mountain Dog,4,39.6,Male
Cachorro,Samoyed,10,25.0,Male
Cachorro,Jack Russell Terrier,3,7.0,Male
Cachorro,Maltese,1,3.6,Male
Cachorro,Chinese Shar-Pei,8,25.5,Male
Cachorro,Airedale Terrier,14,24.7,Female
Cachorro,Border Collie,11,13.4,Female
Cachorro,Dogo Argentino,3,44.3,Male
Cachorro,Alaskan Malamute,10,39.6,Male
Cachorro,Shiba Inu,11,9.7,Male
Cachorro,Cavalier King Charles Spaniel,11,6.0,Female
Cachorro,Chihuahua,1,2.4,Male
Cachorro,Rottweiler,2,47.9,Male
Cachorro,Shiba Inu,9,9.0,Female
Cachorro,German Shepherd,13,23.8,Female
Cachorro,Jack Russell Terrier,2,7.2,Male
Cachorro,Samoyed,11,21.1,Female
Cachorro,Alaskan Malamute,14,39.6,Male
Cachorro,Border Collie,2,16.3,Female
Cachorro,Australian Shepherd,6,24.3,Male
Cachorro,Bulldog,10,24.9,Male
Cachorro,Dachshund,7,13.9,Male
Cachorro,Shetland Sheepdog,13,9.8,Female
Cachorro,Bull Terrier,7,36.3,Male
Cachorro,West Highland White Terrier,9,6.4,Female
Cachorro,Alaskan Malamute,2,40.2,Male
Cachorro,Cavalier King Charles Spaniel,6,6.4,Male
Cachorro,Pomeranian,10,3.3,Male
Cachorro,Labrador Retriever,6,29.2,Female
Cachorro,Doberman Pinscher,7,36.4,Male
Cachorro,Siberian Husky,12,26.5,Male
Cachorro,Bichon Frise,10,6.3,Male
Cachorro,Alaskan Malamute,1,40.4,Male
Cachorro,Jack Russell Terrier,4,7.6,Male
Cachorro,Pomeranian,14,2.3,Male
Cachorro,Schnauzer,11,18.4,Male
Cachorro,Papillon,8,3.6,Female
Cachorro,Akita,3,42.6,Male
Cachorro,Akita,10,50.4,Male
Cachorro,West Highland White Terrier,1,6.7,Female
Cachorro,Bulldog,10,21.0,Female
Cachorro,Weimaraner,11,31.4,Male
Cachorro,Cocker Spaniel,10,14.3,Male
Cachorro,Airedale Terrier,10,24.8,Female
Cachorro,Doberman Pinscher,8,29.2,Female
Cachorro,Lhasa Apso,11,5.6,Female
Cachorro,Jack Russell Terrier,8,6.8,Female
Cachorro,Beagle,7,13.1,Male
Cachorro,Beagle,11,12.2,Male
Cachorro,Lhasa Apso,12,5.3,Female
Cachorro,Boxer,8,25.5,Female
Cachorro,Great Dane,12,90.0,Male
Cachorro,Shih Tzu,1,6.1,Male
Cachorro,Boxer,14,31.4,Male
Cachorro,Shetland Sheepdog,7,7.9,Female
Cachorro,Golden Retriever,14,33.5,Male
Cachorro,Boxer,1,25.4,Female
Cachorro,Irish Setter,3,27.4,Male
Cachorro,Weimaraner,7,34.1,Female
Cachorro,Great Dane,9,88.5,Male
Cachorro,Papillon,9,3.6,Male
Cachorro,Labrador Retriever,7,31.4,Male
Cachorro,Dachshund,4,12.2,Male
Cachorro,Shih Tzu,3,4.9,Female
Cachorro,Alaskan Malamute,4,38.3,Male
Cachorro,Golden Retriever,2,30.3,Female
Cachorro,Vizsla,11,21.6,Female
Cachorro,Rottweiler,5,55.2,Male
Cachorro,Havanese,1,4.2,Male
Cachorro,Cavalier King Charles Spaniel,9,6.1,Male
Cachorro,Doberman Pinscher,3,40.9,Male
Cachorro,French Bulldog,7,9.1,Female
Cachorro,Jack Russell Terrier,8,7.6,Male
Cachorro,Akita,13,43.1,Male
Cachorro,Pug,14,7.9,Male
Cachorro,Chinese Shar-Pei,11,28.0,Male
Cachorro,Miniature Schnauzer,8,8.7,Male
Cachorro,Whippet,9,14.5,Male
Cachorro,West Highland White Terrier,14,6.8,Female
Cachorro,Miniature Schnauzer,1,7.4,Male
Cachorro,Great Dane,3,76.5,Male
Cachorro,Saint Bernard,14,61.8,Female
Cachorro,Dogo Argentino,2,35.4,Female
Cachorro,Border Collie,7,13.9,Female
Cachorro,Rottweiler,4,47.9,Male
Cachorro,Bull Terrier,11,31.6,Male
Cachorro,West Highland White Terrier,7,7.9,Male
Cachorro,Irish Setter,8,25.4,Female
Cachorro,Poodle,10,29.1,Male
Cachorro,Great Dane,5,72.1,Male
Cachorro,Alaskan Malamute,1,36.0,Female
Cachorro,Cocker Spaniel,9,12.8,Male
Cachorro,Dachshund,3,11.0,Female
Cachorro,Dachshund,13,9.0,Female
Cachorro,Boxer,11,27.7,Female
Cachorro,Bichon Frise,4,6.9,Female
Cachorro,Saint Bernard,3,79.1,Male
Cachorro,Pembroke Welsh Corgi,9,12.4,Female
Cachorro,Shiba Inu,1,10.6,Male
Cachorro,Bloodhound,7,36.5,Female
Cachorro,Schnauzer,14,17.8,Male
Cachorro,Chinese Shar-Pei,7,23.4,Female
Cachorro,Pomeranian,10,3.5,Male
Cachorro,Bichon Frise,12,6.9,Male
Cachorro,Shetland Sheepdog,6,6.4,Female
Cachorro,Chesapeake Bay Retriever,14,32.9,Male
Cachorro,Airedale Terrier,14,23.3,Male
Cachorro,Belgian Malinois,10,33.1,Male
Cachorro,Chinese Shar-Pei,8,22.0,Female
Cachorro,Alaskan Malamute,4,41.4,Male
Cachorro,Saint Bernard,7,87.0,Male
Cachorro,Belgian Malinois,9,31.7,Male
Cachorro,Havanese,14,5.2,Male
Cachorro,Basenji,6,10.7,Male
Cachorro,Papillon,14,4.3,Male
Cachorro,Havanese,3,4.7,Female
Cachorro,Yorkshire Terrier,9,2.4,Male
Cachorro,Belgian Malinois,10,30.8,Male
Cachorro,Samoyed,2,18.0,Female
Cachorro,Jack Russell Terrier,11,7.8,Male
Cachorro,Australian Shepherd,14,22.7,Female
Cachorro,Weimaraner,5,29.1,Female
Cachorro,German Shepherd,1,30.5,Male
Cachorro,Cavalier King Charles Spaniel,10,5.7,Female
Cachorro,Vizsla,13,24.6,Female
Cachorro,West Highland White Terrier,5,6.5,Female
Cachorro,Labrador Retriever,8,29.5,Male
Cachorro,Cocker Spaniel,1,12.2,Female
Cachorro,Beagle,10,11.5,Female
Cachorro,Pekingese,13,3.5,Female
Cachorro,French Bulldog,2,10.7,Male
Cachorro,Schnauzer,5,17.8,Female
Cachorro,Pekingese,1,4.6,Female
Cachorro,Pug,1,6.8,Female
Cachorro,French Bulldog,10,10.7,Male
Cachorro,Border Collie,1,13.6,Female
Cachorro,Beagle,4,9.1,Female
Cachorro,Belgian Malinois,9,32.8,Male
Cachorro,Vizsla,7,23.8,Male
Cachorro,Pembroke Welsh Corgi,3,11.4,Male
Cachorro,Doberman Pinscher,1,41.8,Male
Cachorro,Alaskan Malamute,10,39.6,Female
Cachorro,French Bulldog,7,12.2,Male
Cachorro,Boston Terrier,6,8.9,Male
Cachorro,Bichon Frise,13,7.0,Male
Cachorro,Great Dane,7,57.8,Female
Cachorro,Chihuahua,12,1.8,Female
Cachorro,Chihuahua,10,2.5,Male
Cachorro,Pug,2,6.6,Female
Cachorro,Saint Bernard,5,80.9,Male
Cachorro,Dogo Argentino,5,40.8,Female
Cachorro,Bloodhound,3,45.1,Female
Cachorro,Alaskan Malamute,10,34.5,Female
Cachorro,Bichon Frise,12,5.8,Female
Cachorro,Bloodhound,11,37.6,Female
Cachorro,Havanese,3,4.7,Male
Cachorro,Boston Terrier,12,8.2,Male
Cachorro,Havanese,13,4.4,Male
Cachorro,Akita,5,45.4,Female
Cachorro,Shiba Inu,10,9.0,Female
Cachorro,German Shepherd,11,39.1,Male
Cachorro,Pomeranian,4,2.2,Male
Cachorro,Shetland Sheepdog,4,8.4,Male
Cachorro,Bulldog,7,19.8,Female
Cachorro,Samoyed,12,21.6,Male
Cachorro,Basenji,11,9.3,Female
Cachorro,Bull Terrier,1,32.3,Female
Cachorro,Maltese,9,3.5,Male
Cachorro,Pomeranian,10,2.5,Male
Cachorro,Doberman Pinscher,6,40.0,Male
Cachorro,Papillon,11,3.1,Female
Cachorro,Border Collie,6,15.0,Female
Cachorro,Yorkshire Terrier,3,2.3,Female
Cachorro,Poodle,1,30.6,Male
Cachorro,Chesapeake Bay Retriever,5,29.8,Male
Cachorro,Pomeranian,1,2.1,Female
Cachorro,Miniature Schnauzer,6,8.2,Male
Cachorro,Dachshund,3,11.5,Female
Cachorro,Pekingese,14,5.1,Male
Cachorro,Pembroke Welsh Corgi,4,12.9,Male
Cachorro,Cavalier King Charles Spaniel,3,6.2,Male
Cachorro,Rottweiler,10,46.5,Male
Cachorro,Cavalier King Charles Spaniel,9,6.2,Male
Cachorro,West Highland White Terrier,10,7.9,Female
Cachorro,Shetland Sheepdog,1,7.1,Female
Cachorro,Rottweiler,7,55.5,Male
Cachorro,Bernese Mountain Dog,1,32.9,Female
Cachorro,Airedale Terrier,10,24.6,Female
Cachorro,Cocker Spaniel,2,13.9,Male
Cachorro,Bernese Mountain Dog,4,40.2,Male
Cachorro,Samoyed,6,16.2,Female
Cachorro,West Highland White Terrier,2,7.5,Male
Cachorro,French Bulldog,13,12.5,Male
Cachorro,Papillon,3,2.8,Female
Cachorro,Boston Terrier,14,7.1,Female
Cachorro,Rottweiler,12,41.9,Female
Cachorro,Cocker Spaniel,1,13.8,Male
Cachorro,Vizsla,6,26.7,Male
Cachorro,Chesapeake Bay Retriever,7,28.6,Female
Cachorro,Airedale Terrier,13,25.4,Female
Cachorro,Bernese Mountain Dog,10,41.0,Male
Cachorro,Rottweiler,2,48.5,Female
Cachorro,Vizsla,13,23.8,Male
Cachorro,Boston Terrier,3,6.9,Female
Cachorro,Akita,7,57.0,Male
Cachorro,Pug,7,7.6,Male
Cachorro,Samoyed,13,22.2,Female
Cachorro,Basenji,8,10.0,Male
Cachorro,Bull Terrier,1,32.0,Male
Cachorro,Chesapeake Bay Retriever,6,31.5,Male
Cachorro,Chesapeake Bay Retriever,5,28.7,Female
Cachorro,German Shepherd,8,27.4,Female
Cachorro,Boxer,14,26.5,Female
Cachorro,Havanese,12,3.6,Female
Cachorro,Bulldog,5,19.1,Female
Cachorro,Maltese,7,3.2,Female
Cachorro,Beagle,7,9.5,Female
Cachorro,Chesapeake Bay Retriever,13,31.2,Female
Cachorro,Whippet,9,16.9,Male
Cachorro,Maltese,7,3.1,Female
Cachorro,Papillon,1,4.1,Male
Cachorro,Dachshund,3,11.4,Female
Cachorro,Pekingese,1,4.8,Male
Cachorro,Jack Russell Terrier,1,6.9,Male
Cachorro,Great Dane,9,45.3,Female
Cachorro,Maltese,13,3.4,Male
Cachorro,French Bulldog,5,12.2,Male
Cachorro,Miniature Schnauzer,1,7.6,Female
Cachorro,Shetland Sheepdog,2,8.3,Male
Cachorro,Beagle,1,13.2,Male
Cachorro,Boston Terrier,9,5.3,Female
Cachorro,Shetland Sheepdog,6,10.4,Male
Cachorro,Bichon Frise,3,6.5,Female
Cachorro,Border Collie,9,13.9,Female
Cachorro,Bernese Mountain Dog,1,32.1,Female
Cachorro,Labrador Retriever,6,33.1,Male
Cachorro,Irish Setter,11,29.2,Female
Cachorro,French Bulldog,1,8.8,Female
Cachorro,Dogo Argentino,9,39.7,Male
Cachorro,Vizsla,12,20.8,Female
Cachorro,Rottweiler,6,44.0,Female
Cachorro,Pug,7,6.8,Female
Cachorro,Pembroke Welsh Corgi,11,13.5,Male
Cachorro,Pembroke Welsh Corgi,11,13.4,Male
Cachorro,Airedale Terrier,12,28.3,Male
Cachorro,Poodle,14,30.5,Male
Cachorro,Doberman Pinscher,10,29.9,Female
Cachorro,Chihuahua,5,2.6,Male
Cachorro,Poodle,5,22.3,Female
Cachorro,Chihuahua,14,1.8,Female
Cachorro,Doberman Pinscher,3,44.2,Male
Cachorro,Belgian Malinois,5,32.3,Male
Cachorro,Irish Setter,1,31.9,Male
Cachorro,Airedale Terrier,9,21.7,Female
Cachorro,Cavalier King Charles Spaniel,2,7.1,Male
Cachorro,Akita,8,40.5,Female
Cachorro,French Bulldog,12,8.3,Female
Cachorro,Labrador Retriever,14,26.7,Female
Cachorro,Pekingese,5,4.2,Female
Cachorro,Airedale Terrier,2,19.4,Female
Cachorro,Airedale Terrier,13,28.6,Male
Cachorro,Airedale Terrier,1,23.3,Male
Cachorro,Chinese Shar-Pei,10,23.7,Male
Cachorro,Labrador Retriever,6,34.3,Male
Cachorro,Doberman Pinscher,2,28.1,Female
Cachorro,Pekingese,12,6.3,Male
Cachorro,Bichon Frise,9,7.5,Male
Cachorro,Akita,2,42.7,Male
Cachorro,Whippet,7,17.4,Male
Cachorro,Chinese Shar-Pei,1,22.9,Female
Cachorro,Weimaraner,1,37.6,Male
Cachorro,Shetland Sheepdog,3,11.3,Male
Cachorro,Cavalier King Charles Spaniel,11,7.5,Male
